Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-August-2018,2035.1,2046.05,2031,2042.2,2041.31108644989,90110,4607,183942542,42010,46.62,15.05,7.1
23-August-2018,2020,2038.7,2020,2035.45,2030.84370377675,162256,7026,329516576,90008,55.47,18.7,15.45
21-August-2018,2010,2022.75,2005,2013.65,2014.59204694027,62718,2167,126351184,20894,33.31,17.75,3.65
20-August-2018,2023.5,2023.5,2005.25,2010.4,2012.53823314256,69717,3003,140308128,26579,38.12,18.25,-13.1
17-August-2018,2014,2021.15,2005,2011.85,2009.35054683893,175463,3695,352566675,125236,71.37,16.15,-2.15
16-August-2018,2002,2019,1996,2008.75,2010.16913362303,132552,4513,266451939,49123,37.06,23,6.75
14-August-2018,1992,2024,1983.5,2001.25,2012.20712941002,228939,9779,460672688,95394,41.67,40.5,9.25
13-August-2018,2000,2002.55,1988.25,2000.5,1996.70543816598,364314,9039,727427745,266747,73.22,14.3,0.5
10-August-2018,1978.05,1997.05,1974,1993.85,1987.69656576877,140439,4602,279150118,80873,57.59,23.05,15.8
9-August-2018,1985.9,1985.9,1966.3,1974.55,1973.64272126454,101982,4147,201276032,61425,60.23,19.6,-11.35
8-August-2018,1970,1978.3,1963.75,1974.6,1970.00761741305,94389,4474,185947049,53265,56.43,14.55,4.6
7-August-2018,1977,1977.05,1961,1968.1,1968.11428134128,78403,4101,154306064,38925,49.65,16.05,-8.9
6-August-2018,1998,1998,1971,1976.35,1981.27490331442,110668,4841,219263731,50874,45.97,27,-21.65
3-August-2018,1956.9,1980,1956.9,1977.35,1972.88251001335,57673,2830,113782053,21994,38.14,23.1,20.45
2-August-2018,1980.7,1984.6,1941,1950.65,1960.51845720124,105704,7752,207234643,40405,38.22,43.6,-30.05
1-August-2018,1951,1980,1950,1975.1,1971.33702005375,112747,4804,222262335,37875,33.59,30,24.1
31-July-2018,1943.6,1948.5,1929.05,1941.25,1934.6999196303,89586,7227,173322027,46685,52.11,19.45,-2.35
30-July-2018,1948.55,1955.3,1935,1944.95,1943.436435886,96383,5887,187314234,28663,29.74,20.3,-3.6
27-July-2018,1965,1966.8,1940,1943.1,1948.0655595067,132170,7148,257475825,67227,50.86,26.8,-21.9
26-July-2018,1975,1985.05,1955.55,1963.3,1969.3955121392,83737,4277,164911272,38383,45.84,29.5,-11.7
25-July-2018,2000.15,2003,1971,1979.4,1979.67956200383,91325,5758,180794236,34064,37.3,32,-20.75
24-July-2018,2009.05,2012,1987,1996.85,1996.79915087086,59826,3756,119460506,17730,29.64,25,-12.2
